id,22
photo,59966.jpg
web_name,Lacazette
team_code,3
status,a
code,59966
first_name,Alexandre
second_name,Lacazette
squad_number,9
news,
now_cost,95
news_added,2018-11-25T13:01:16Z
chance_of_playing_this_round,75
chance_of_playing_next_round,75
value_form,0.6
value_season,14.5
cost_change_start,0
cost_change_event,0
cost_change_start_fall,0
cost_change_event_fall,0
in_dreamteam,False
dreamteam_count,1
selected_by_percent,10.0
form,5.4
transfers_out,1589710
transfers_in,1884830
transfers_out_event,4729
transfers_in_event,4334
loans_in,0
loans_out,0
loaned_in,0
loaned_out,0
total_points,138
event_points,4
points_per_game,4.9
ep_this,3.7
ep_next,4.1
special,False
minutes,1884
goals_scored,12
assists,9
clean_sheets,4
goals_conceded,22
own_goals,0
penalties_saved,0
penalties_missed,0
yellow_cards,2
red_cards,0
saves,0
bonus,19
bps,478
influence,700.4
creativity,355.2
threat,940.0
ict_index,199.2
ea_index,0
element_type,4
team,1
